Lea State,LEA,School State,School,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,DAVIS DISTRICT,UT,VAE VIEW SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,2,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,VAE VIEW SCHOOL,4.90E+11,2013,Allegations - basis of religion,2,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,VAE VIEW SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,2,0,2,0,4,0,0,0
UT,DAVIS DISTRICT,UT,VAE VIEW SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,0,2,0,4,0,0,0
UT,DAVIS DISTRICT,UT,VAE VIEW SCHOOL,4.90E+11,2013,Total enrollment,,10,,10,10,157,13,259,10,469,110,0,70
UT,DAVIS DISTRICT,UT,FARMINGTON JR HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,FARMINGTON JR HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,FARMINGTON JR HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,FARMINGTON JR HIGH,4.90E+11,2013,Total enrollment,,2,,7,7,31,7,811,10,875,71,4,0
UT,CHANNING HALL,UT,CHANNING HALL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CHANNING HALL,UT,CHANNING HALL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CHANNING HALL,UT,CHANNING HALL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CHANNING HALL,UT,CHANNING HALL,4.90E+11,2011,Total enrollment,,2,,25,10,37,4,592,0,670,65,0,0
UT,GRANITE DISTRICT,UT,SMITH SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,SMITH SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,2,0,0
UT,GRANITE DISTRICT,UT,SMITH SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,0,0,0,2,0,0,0
UT,GRANITE DISTRICT,UT,SMITH SCHOOL,4.90E+11,2011,Total enrollment,,0,,28,19,79,13,523,2,664,68,2,67
UT,EAST HOLLYWOOD HIGH,UT,EAST HOLLYWOOD HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,EAST HOLLYWOOD HIGH,UT,EAST HOLLYWOOD HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,EAST HOLLYWOOD HIGH,UT,EAST HOLLYWOOD HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,EAST HOLLYWOOD HIGH,UT,EAST HOLLYWOOD HIGH,4.90E+11,2013,Total enrollment,,7,,4,2,70,2,223,2,310,56,0,0
UT,ALPINE DISTRICT,UT,SAGE HILLS SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,SAGE HILLS SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,SAGE HILLS SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,SAGE HILLS SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,SAGE HILLS SCHOOL,4.90E+11,2015,Total enrollment,,5,,7,10,67,4,940,55,1088,95,13,16
UT,ALPINE DISTRICT,UT,MANILA SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,MANILA SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,MANILA SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,MANILA SCHOOL,4.90E+11,2009,Total enrollment,,5,10,,,25,5,770,,815,50,0,20
UT,ALPINE DISTRICT,UT,CEDAR VALLEY SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,CEDAR VALLEY SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,CEDAR VALLEY SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,CEDAR VALLEY SCHOOL,4.90E+11,2009,Total enrollment,,0,0,,,5,0,140,,150,25,0,5
UT,DUCHESNE DISTRICT,UT,TABIONA HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,UT,TABIONA HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,UT,TABIONA HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,UT,TABIONA HIGH,4.90E+11,2013,Total enrollment,,0,,0,0,4,0,79,2,85,7,0,0
UT,ALPINE DISTRICT,UT,OAK CANYON JR HIGH,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,OAK CANYON JR HIGH,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,OAK CANYON JR HIGH,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,OAK CANYON JR HIGH,4.90E+11,2011,Total enrollment,,5,,22,10,76,7,1006,5,1131,107,13,31
UT,GRANITE DISTRICT,UT,TAYLORSVILLE HIGH,4.90E+11,2015,Allegations - basis of race color or national origin,10,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,TAYLORSVILLE HIGH,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,TAYLORSVILLE HIGH,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,TAYLORSVILLE HIGH,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,2,,0,2,4,2,4,0,14,4,0,0
UT,GRANITE DISTRICT,UT,TAYLORSVILLE HIGH,4.90E+11,2015,Total enrollment,,28,,91,94,487,61,1504,22,2287,242,4,499
UT,AMERICAN LEADERSHIP ACADEMY,UT,AMERICAN LEADERSHIP ACADEMY,4.90E+11,2011,Allegations - basis of race color or national origin,5,,,,,,,,,,,,
UT,AMERICAN LEADERSHIP ACADEMY,UT,AMERICAN LEADERSHIP ACADEMY,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,4,0,2,0,6,4,0,4
UT,AMERICAN LEADERSHIP ACADEMY,UT,AMERICAN LEADERSHIP ACADEMY,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,2,0,0,4,2,0,2
UT,AMERICAN LEADERSHIP ACADEMY,UT,AMERICAN LEADERSHIP ACADEMY,4.90E+11,2011,Total enrollment,,10,,7,19,178,28,1228,49,1519,227,10,238
UT,CARBON DISTRICT,UT,CASTLE HEIGHTS SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,6,,,,,,,,,,,,
UT,CARBON DISTRICT,UT,CASTLE HEIGHTS SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,5,,5,0,0,0
UT,CARBON DISTRICT,UT,CASTLE HEIGHTS SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,5,,10,0,0,0
UT,CARBON DISTRICT,UT,CASTLE HEIGHTS SCHOOL,4.90E+11,2009,Total enrollment,,10,0,,,30,5,440,,485,130,0,5
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,2,0,2,2,0,0
UT,GRANITE DISTRICT,UT,WESTBROOK SCHOOL,4.90E+11,2011,Total enrollment,,10,,22,28,160,22,382,34,658,101,0,139
UT,CANYONS DISTRICT,UT,CANYONS TRANSITION ACADEMY,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,CANYONS TRANSITION ACADEMY,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,CANYONS TRANSITION ACADEMY,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,CANYONS TRANSITION ACADEMY,4.90E+11,2013,Total enrollment,,0,,2,0,7,2,73,2,86,77,0,2
UT,ENTHEOS ACADEMY,UT,ENTHEOS ACADEMY KEARNS,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ENTHEOS ACADEMY,UT,ENTHEOS ACADEMY KEARNS,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENTHEOS ACADEMY,UT,ENTHEOS ACADEMY KEARNS,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ENTHEOS ACADEMY,UT,ENTHEOS ACADEMY KEARNS,4.90E+11,2013,Total enrollment,,0,,10,16,94,2,379,28,529,50,0,19
UT,GRANITE DISTRICT,UT,HUNTER JR HIGH,4.90E+11,2015,Allegations - basis of race color or national origin,3,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,HUNTER JR HIGH,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,HUNTER JR HIGH,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,2,2,0,0,4,2,0,2
UT,GRANITE DISTRICT,UT,HUNTER JR HIGH,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,4,2,0,6,0,0,0
UT,GRANITE DISTRICT,UT,HUNTER JR HIGH,4.90E+11,2015,Total enrollment,,4,,37,31,229,22,544,4,871,110,2,244
UT,DAVIS DISTRICT,UT,LINCOLN SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,LINCOLN SCHOOL,4.90E+11,2013,Allegations - basis of religion,1,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,LINCOLN SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,2,0,0
UT,DAVIS DISTRICT,UT,LINCOLN SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,2,0,2,2,0,0
UT,DAVIS DISTRICT,UT,LINCOLN SCHOOL,4.90E+11,2013,Total enrollment,,7,,19,4,190,10,475,25,730,116,4,100
UT,DUCHESNE DISTRICT,UT,TABIONA SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,UT,TABIONA SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,UT,TABIONA SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,UT,TABIONA SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,UT,TABIONA SCHOOL,4.90E+11,2015,Total enrollment,,0,,2,0,4,0,70,0,76,11,0,0
UT,ALPINE DISTRICT,UT,FOX HOLLOW SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,FOX HOLLOW SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,FOX HOLLOW SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,FOX HOLLOW SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,FOX HOLLOW SCHOOL,4.90E+11,2015,Total enrollment,,4,,2,31,85,4,790,31,947,86,10,37
UT,ALPINE DISTRICT,UT,BONNEVILLE SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,BONNEVILLE SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,BONNEVILLE SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,BONNEVILLE SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,BONNEVILLE SCHOOL,4.90E+11,2015,Total enrollment,,10,,7,7,103,4,397,16,544,68,4,79
UT,DAGGETT DISTRICT,UT,MANILA SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAGGETT DISTRICT,UT,MANILA SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAGGETT DISTRICT,UT,MANILA SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAGGETT DISTRICT,UT,MANILA SCHOOL,4.90E+11,2009,Total enrollment,,5,0,,,5,0,50,,60,5,5,0
UT,CANYONS DISTRICT,UT,QUAIL HOLLOW SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,QUAIL HOLLOW SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,QUAIL HOLLOW SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,QUAIL HOLLOW SCHOOL,4.90E+11,2011,Total enrollment,,0,,4,2,28,4,478,19,535,38,2,7
UT,DUCHESNE DISTRICT,UT,NEOLA SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,UT,NEOLA SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,UT,NEOLA SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,UT,NEOLA SCHOOL,4.90E+11,2013,Total enrollment,,7,,0,2,10,2,190,4,215,29,0,2
UT,CACHE DISTRICT,UT,SKY VIEW HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,SKY VIEW HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,SKY VIEW HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,SKY VIEW HIGH,4.90E+11,2013,Total enrollment,,2,,10,7,91,16,1477,19,1622,137,13,16
UT,ALPINE DISTRICT,UT,VALLEY VIEW SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,VALLEY VIEW SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,VALLEY VIEW SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,VALLEY VIEW SCHOOL,4.90E+11,2011,Total enrollment,,0,,0,7,25,7,505,4,548,65,2,16
UT,CACHE DISTRICT,UT,MILLVILLE SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,MILLVILLE SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,MILLVILLE SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,MILLVILLE SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,MILLVILLE SCHOOL,4.90E+11,2015,Total enrollment,,0,,2,0,40,0,322,13,377,71,0,16
UT,DAVIS DISTRICT,UT,BOUNTIFUL SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,BOUNTIFUL SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,BOUNTIFUL SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,BOUNTIFUL SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,BOUNTIFUL SCHOOL,4.90E+11,2015,Total enrollment,,4,,7,19,37,2,424,22,515,65,4,19
UT,DUCHESNE DISTRICT,UT,EAST SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,UT,EAST SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DUCHESNE DISTRICT,UT,EAST SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DUCHESNE DISTRICT,UT,EAST SCHOOL,4.90E+11,2009,Total enrollment,,60,10,,,30,0,670,,770,75,0,25
UT,GRANITE DISTRICT,UT,HOWARD R DRIGGS SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,HOWARD R DRIGGS SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,HOWARD R DRIGGS SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,HOWARD R DRIGGS SCHOOL,4.90E+11,2009,Total enrollment,,5,,20,5,20,10,605,5,665,40,0,15
UT,ALPINE DISTRICT,UT,DEERFIELD SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,DEERFIELD SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,DEERFIELD SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,DEERFIELD SCHOOL,4.90E+11,2011,Total enrollment,,4,,10,7,16,10,943,7,997,65,0,4
UT,DAVIS DISTRICT,UT,EAST LAYTON SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,EAST LAYTON SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,EAST LAYTON SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,EAST LAYTON SCHOOL,4.90E+11,2011,Total enrollment,,4,,10,7,19,4,544,28,616,122,2,16
UT,GRANITE DISTRICT,UT,YOUNG PARENT PROGRAM,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,YOUNG PARENT PROGRAM,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,YOUNG PARENT PROGRAM,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,YOUNG PARENT PROGRAM,4.90E+11,2011,Total enrollment,,5,,2,2,41,2,20,2,74,4,0,26
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2015,Allegations - basis of race color or national origin,3,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,2,0,0
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,2,0,2,2,0,0
UT,DAVIS DISTRICT,UT,WOODS CROSS HIGH,4.90E+11,2015,Total enrollment,,10,,28,43,133,10,1258,34,1516,146,19,34
UT,GRANITE DISTRICT,UT,JACKLING SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,JACKLING SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,JACKLING SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,JACKLING SCHOOL,4.90E+11,2009,Total enrollment,,15,,20,55,220,15,325,5,650,60,0,230
UT,BOX ELDER DISTRICT,UT,GARLAND SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,GARLAND SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,GARLAND SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,GARLAND SCHOOL,4.90E+11,2011,Total enrollment,,2,,7,2,28,4,535,2,580,77,0,13
UT,GRANITE DISTRICT,UT,GRANGER SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,GRANGER SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,GRANGER SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,GRANGER SCHOOL,4.90E+11,2013,Total enrollment,,19,,61,43,697,49,217,2,1088,140,2,412
UT,DAVIS DISTRICT,UT,WEST POINT SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,WEST POINT SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,WEST POINT SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,WEST POINT SCHOOL,4.90E+11,2011,Total enrollment,,4,,7,4,43,7,757,7,829,110,7,13
UT,DAVIS DISTRICT,UT,SOUTH WEBER SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,SOUTH WEBER SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,SOUTH WEBER SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,SOUTH WEBER SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,SOUTH WEBER SCHOOL,4.90E+11,2015,Total enrollment,,2,,0,2,28,10,733,13,788,83,4,2
UT,GRANITE DISTRICT,UT,REDWOOD SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,11,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,REDWOOD SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,10,0,0,0,10,0,0,5
UT,GRANITE DISTRICT,UT,REDWOOD SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,10,0,0,0,10,0,0,5
