Lea State,LEA,School State,School,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,DAVIS DISTRICT,UT,DAVIS HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,2,0,2,0,0,0
UT,DAVIS DISTRICT,UT,DAVIS HIGH,4.90E+11,2013,Total enrollment,,4,,31,19,76,25,2194,16,2365,131,16,10
UT,GRANITE DISTRICT,UT,SKYLINE HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,SKYLINE HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,SKYLINE HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,SKYLINE HIGH,4.90E+11,2013,Total enrollment,,7,,118,13,82,13,1210,4,1447,50,28,4
UT,ENDEAVOR HALL,UT,ENDEAVOR HALL,4.90E+11,2015,Allegations - basis of race color or national origin,4,,,,,,,,,,,,
UT,ENDEAVOR HALL,UT,ENDEAVOR HALL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,ENDEAVOR HALL,UT,ENDEAVOR HALL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,2,0,2,0,4,0,0,2
UT,ENDEAVOR HALL,UT,ENDEAVOR HALL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,2,0,0,2,0,0,2
UT,ENDEAVOR HALL,UT,ENDEAVOR HALL,4.90E+11,2015,Total enrollment,,10,,16,31,193,19,322,25,616,86,0,112
UT,DAVINCI ACADEMY,UT,DAVINCI ACADEMY,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVINCI ACADEMY,UT,DAVINCI ACADEMY,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,DAVINCI ACADEMY,UT,DAVINCI ACADEMY,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVINCI ACADEMY,UT,DAVINCI ACADEMY,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVINCI ACADEMY,UT,DAVINCI ACADEMY,4.90E+11,2015,Total enrollment,,2,,10,4,163,10,859,31,1079,89,19,19
UT,GRANITE DISTRICT,UT,CHRISTMAS BOX HOUSE,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,CHRISTMAS BOX HOUSE,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,CHRISTMAS BOX HOUSE,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,CHRISTMAS BOX HOUSE,4.90E+11,2013,Total enrollment,,0,,0,0,4,0,4,0,8,<=2,0,0
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2015,Total enrollment,,2,,0,4,16,2,310,7,341,56,0,7
UT,BOX ELDER DISTRICT,UT,HARRIS INTERMEDIATE,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,HARRIS INTERMEDIATE,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,HARRIS INTERMEDIATE,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,HARRIS INTERMEDIATE,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,HARRIS INTERMEDIATE,4.90E+11,2015,Total enrollment,,4,,7,2,64,4,643,4,728,86,10,13
UT,DAVIS DISTRICT,UT,ELLISON PARK ELEMENTARY,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,ELLISON PARK ELEMENTARY,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,ELLISON PARK ELEMENTARY,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,ELLISON PARK ELEMENTARY,4.90E+11,2011,Total enrollment,,2,,16,7,118,22,751,7,923,179,7,64
UT,AMERICAN PREPARATORY ACADEMY,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW A,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,AMERICAN PREPARATORY ACADEMY,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW A,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN PREPARATORY ACADEMY,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW A,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,AMERICAN PREPARATORY ACADEMY,UT,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW A,4.90E+11,2011,Total enrollment,,4,,31,31,196,58,256,7,583,26,4,235
UT,DAVIS DISTRICT,UT,ELLISON PARK SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,3,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,ELLISON PARK SCHOOL,4.90E+11,2013,Allegations - basis of religion,3,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,ELLISON PARK SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,2,2,0,4,2,2,0
UT,DAVIS DISTRICT,UT,ELLISON PARK SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,2,2,0,4,2,2,0
UT,DAVIS DISTRICT,UT,ELLISON PARK SCHOOL,4.90E+11,2013,Total enrollment,,13,,13,4,82,10,781,25,928,140,10,25
UT,CANYONS DISTRICT,UT,UNION MIDDLE,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,UNION MIDDLE,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,UNION MIDDLE,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,UNION MIDDLE,4.90E+11,2013,Total enrollment,,4,,13,13,196,25,625,37,913,128,7,49
UT,GATEWAY PREPARATORY ACADEMY,UT,GATEWAY PREPARATORY ACADEMY,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GATEWAY PREPARATORY ACADEMY,UT,GATEWAY PREPARATORY ACADEMY,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GATEWAY PREPARATORY ACADEMY,UT,GATEWAY PREPARATORY ACADEMY,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GATEWAY PREPARATORY ACADEMY,UT,GATEWAY PREPARATORY ACADEMY,4.90E+11,2013,Total enrollment,,13,,16,10,31,10,550,19,649,125,2,4
UT,ALPINE DISTRICT,UT,EAGLECREST SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,EAGLECREST SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,EAGLECREST SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,EAGLECREST SCHOOL,4.90E+11,2011,Total enrollment,,2,,4,7,37,4,991,4,1049,119,0,25
UT,DAVIS DISTRICT,UT,STRIDE (SPED),4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,STRIDE (SPED),4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,STRIDE (SPED),4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,STRIDE (SPED),4.90E+11,2011,Total enrollment,,0,,2,0,5,0,25,0,32,29,0,5
UT,BEAVER DISTRICT,UT,MINERSVILLE SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BEAVER DISTRICT,UT,MINERSVILLE SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEAVER DISTRICT,UT,MINERSVILLE SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BEAVER DISTRICT,UT,MINERSVILLE SCHOOL,4.90E+11,2011,Total enrollment,,0,,0,0,7,0,130,0,137,26,0,7
UT,CANYONS DISTRICT,UT,EAST SANDY SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CANYONS DISTRICT,UT,EAST SANDY SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,EAST SANDY SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CANYONS DISTRICT,UT,EAST SANDY SCHOOL,4.90E+11,2013,Total enrollment,,2,,4,2,55,7,412,28,510,47,2,16
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,LEGACY SCHOOL,4.90E+11,2015,Total enrollment,,2,,4,4,34,4,634,25,707,59,13,7
UT,ALPINE DISTRICT,UT,VISTA HEIGHTS MIDDLE SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,VISTA HEIGHTS MIDDLE SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,VISTA HEIGHTS MIDDLE SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,VISTA HEIGHTS MIDDLE SCHOOL,4.90E+11,2011,Total enrollment,,7,,4,22,112,13,1345,19,1522,158,2,31
UT,BOX ELDER DISTRICT,UT,GROUSE CREEK SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,GROUSE CREEK SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,GROUSE CREEK SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,GROUSE CREEK SCHOOL,4.90E+11,2011,Total enrollment,,0,,0,0,0,0,10,0,10,<=2,0,0
UT,DAVIS DISTRICT,UT,ADELAIDE SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,ADELAIDE SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,ADELAIDE SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DAVIS DISTRICT,UT,ADELAIDE SCHOOL,4.90E+11,2013,Total enrollment,,10,,7,7,109,7,451,19,610,71,7,61
UT,CACHE DISTRICT,UT,PARK SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,PARK SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,PARK SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,PARK SCHOOL,4.90E+11,2013,Total enrollment,,0,,0,0,25,2,289,8,324,44,0,10
UT,GRANITE DISTRICT,UT,OLYMPUS JR HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,4,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,OLYMPUS JR HIGH,4.90E+11,2013,Allegations - basis of religion,4,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,OLYMPUS JR HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,4,0,4,4,0,0
UT,GRANITE DISTRICT,UT,OLYMPUS JR HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,4,7,0,13,7,0,2
UT,GRANITE DISTRICT,UT,OLYMPUS JR HIGH,4.90E+11,2013,Total enrollment,,4,,19,13,46,19,715,4,820,53,10,7
UT,GRANITE DISTRICT,UT,HILLSIDE SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,2,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,HILLSIDE SCHOOL,4.90E+11,2013,Allegations - basis of religion,2,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,HILLSIDE SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,2,2,0,0,0,4,0,0,0
UT,GRANITE DISTRICT,UT,HILLSIDE SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,2,0,0,2,0,0,0
UT,GRANITE DISTRICT,UT,HILLSIDE SCHOOL,4.90E+11,2013,Total enrollment,,10,,55,16,298,13,259,2,653,80,2,178
UT,DAVIS DISTRICT,UT,BUFFALO POINT ELEMENTARY,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,BUFFALO POINT ELEMENTARY,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,BUFFALO POINT ELEMENTARY,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,DAVIS DISTRICT,UT,BUFFALO POINT ELEMENTARY,4.90E+11,2009,Total enrollment,,0,15,,,45,10,790,,865,80,5,35
UT,GRANITE DISTRICT,UT,FOX HILLS MAGNET SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,FOX HILLS MAGNET SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,FOX HILLS MAGNET SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,FOX HILLS MAGNET SCHOOL,4.90E+11,2009,Total enrollment,,0,,10,0,10,5,135,0,165,5,0,15
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,BOX ELDER DISTRICT,UT,FIELDING SCHOOL,4.90E+11,2011,Total enrollment,,2,,0,4,16,13,319,2,356,41,0,7
UT,GRANITE DISTRICT,UT,CRESTVIEW SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,CRESTVIEW SCHOOL,4.90E+11,2013,Allegations - basis of religion,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,CRESTVIEW SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,0,0,0
UT,GRANITE DISTRICT,UT,CRESTVIEW SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,0,0,0,2,0,0,0
UT,GRANITE DISTRICT,UT,CRESTVIEW SCHOOL,4.90E+11,2013,Total enrollment,,5,,19,4,28,16,574,2,648,71,4,19
UT,CACHE DISTRICT,UT,NORTH PARK SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,NORTH PARK SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,NORTH PARK SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,CACHE DISTRICT,UT,NORTH PARK SCHOOL,4.90E+11,2013,Total enrollment,,0,,4,0,34,2,460,16,516,89,0,13
UT,DAVIS DISTRICT,UT,FAIRFIELD JR HIGH,4.90E+11,2015,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,FAIRFIELD JR HIGH,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,DAVIS DISTRICT,UT,FAIRFIELD JR HIGH,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,2,0,0,0,2,0,0,0
UT,DAVIS DISTRICT,UT,FAIRFIELD JR HIGH,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,0,0,0,2,0,0,0
UT,DAVIS DISTRICT,UT,FAIRFIELD JR HIGH,4.90E+11,2015,Total enrollment,,4,,16,7,109,13,862,19,1030,119,10,22
UT,GRANITE DISTRICT,UT,JOHN F. KENNEDY JR HIGH,4.90E+11,2015,Allegations - basis of race color or national origin,9,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,JOHN F. KENNEDY JR HIGH,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,JOHN F. KENNEDY JR HIGH,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,2,4,4,4,0,14,2,0,0
UT,GRANITE DISTRICT,UT,JOHN F. KENNEDY JR HIGH,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,2,,0,0,7,4,2,0,15,2,0,0
UT,GRANITE DISTRICT,UT,JOHN F. KENNEDY JR HIGH,4.90E+11,2015,Total enrollment,,7,,25,55,358,13,583,4,1045,128,4,349
UT,ALPINE DISTRICT,UT,SUMMIT - YIC,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,SUMMIT - YIC,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,SUMMIT - YIC,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,SUMMIT - YIC,4.90E+11,2009,Total enrollment,,0,0,,,0,0,10,,10,10,0,0
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2013,Allegations - basis of religion,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,0,0,0
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,0,0,0,2,0,0,0
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2013,Total enrollment,,67,,172,205,1384,115,928,28,2899,344,2,448
UT,GRANITE DISTRICT,UT,SOUTH KEARNS SCHOOL,4.90E+11,2015,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,SOUTH KEARNS SCHOOL,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,SOUTH KEARNS SCHOOL,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,SOUTH KEARNS SCHOOL,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,GRANITE DISTRICT,UT,SOUTH KEARNS SCHOOL,4.90E+11,2015,Total enrollment,,7,,4,16,181,10,388,2,608,50,7,157
UT,ALPINE DISTRICT,UT,FORBES SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,FORBES SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,FORBES SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,ALPINE DISTRICT,UT,FORBES SCHOOL,4.90E+11,2009,Total enrollment,,0,10,,,45,5,555,,610,55,0,40
UT,DUCHESNE DISTRICT,UT,KINGS PEAK SCHOOL,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,DUCHESNE DISTRICT,UT,KINGS PEAK SCHOOL,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,UT,KINGS PEAK SCHOOL,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,DUCHESNE DISTRICT,UT,KINGS PEAK SCHOOL,4.90E+11,2013,Total enrollment,,31,,2,4,49,4,547,16,653,95,2,10
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2015,Allegations - basis of race color or national origin,1,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2015,Allegations - basis of religion,0,,,,,,,,,,,,
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,0,0,0
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,2,0,2,0,4,0,0,0
UT,GRANITE DISTRICT,UT,GRANGER HIGH,4.90E+11,2015,Total enrollment,,88,,199,202,1675,115,2518,22,4819,527,4,1765
UT,CACHE DISTRICT,UT,NORTH PARK SCHOOL,4.90E+11,2009,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,NORTH PARK SCHOOL,4.90E+11,2009,Disciplined for harassment or bullying on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,CACHE DISTRICT,UT,NORTH PARK SCHOOL,4.90E+11,2009,Students reported to have been harassed or bullied on basis of race color or national origin,,0,0,,,0,0,0,,0,0,0,0
UT,CACHE DISTRICT,UT,NORTH PARK SCHOOL,4.90E+11,2009,Total enrollment,,0,20,,,40,5,550,,620,85,0,45
UT,ALPINE DISTRICT,UT,LONE PEAK HIGH,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,LONE PEAK HIGH,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,LONE PEAK HIGH,4.90E+11,2011,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,LONE PEAK HIGH,4.90E+11,2011,Total enrollment,,4,,19,16,58,4,2083,28,2212,122,34,19
UT,ALPINE DISTRICT,UT,CANYON VIEW JR HIGH,4.90E+11,2013,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,ALPINE DISTRICT,UT,CANYON VIEW JR HIGH,4.90E+11,2013,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,CANYON VIEW JR HIGH,4.90E+11,2013,Students reported to have been harassed or bullied on basis of race color or national origin,,0,,0,0,0,0,0,0,0,0,0,0
UT,ALPINE DISTRICT,UT,CANYON VIEW JR HIGH,4.90E+11,2013,Total enrollment,,7,,16,25,247,10,835,25,1165,134,22,100
UT,CACHE DISTRICT,UT,HERITAGE ELEMENTARY,4.90E+11,2011,Allegations - basis of race color or national origin,0,,,,,,,,,,,,
UT,CACHE DISTRICT,UT,HERITAGE ELEMENTARY,4.90E+11,2011,Disciplined for harassment or bullying on basis of race color or national origin,,0,,0,0,0,0,2,0,2,0,0,0
